"","id","Ros","Sulf"
"1433","M1606","r/r","s/s"
"1434","M1607","r/r","s/s"
"1435","M1610","r/r","s/s"
"1436","M1611","R/R","S/+"
"1437","M1612","R/r","S/+"
"1438","J1675","r/r","S/+"
"1439","M1614","r/r","s/s"
"1440","M1615","r/r","s/s"
"1441","M1617","R/R","S/+"
"1442","M1618","r/r","s/s"
"1443","M1619","r/r","s/s"
"1444","M1621","R/r","S/+"
"1445","M1623","R/R","s/s"
"1446","M1625","R/r","s/s"
"1447","M1626","r/r","s/s"
"1448","M1628","R/r","S/+"
"1449","M1631","R/r","S/+"
"1450","M1633","r/r","s/s"
"1451","M1634","R/r","s/s"
"1452","M1638","R/R","S/+"
"1453","M1639","r/r","s/s"
"1454","M1640","r/r","s/s"
"1455","M1641","R/r","S/+"
"1456","M1644","r/r","S/+"
"1457","M1647","R/R","S/+"
"1458","M1652","R/R","s/s"
"1459","M1653","r/r","s/s"
"1460","M1654","r/r","S/+"
"1461","M1655","r/r","S/+"
"1462","M1656","R/r","s/s"
"1463","M1658","R/R","S/+"
"1464","M1660","R/R","S/+"
"1465","M1662","r/r","s/s"
"1466","M1663","R/R","S/+"
"1467","M1666","R/R","s/s"
"1468","M1667","R/R","S/+"
"1469","M1668","r/r","s/s"
"1470","M1669","r/r","s/s"
"1471","M1670","R/r","S/+"
"1472","M1672","R/r","s/s"
"1473","M1675","r/r","s/s"
"1474","M1678","R/R","s/s"
"1475","M1679","r/r","s/s"
"1476","M1680","r/r","s/s"
"1477","M1681","r/r","s/s"
"1478","M1683","r/r","s/s"
"1479","M1684","r/r","s/s"
"1480","M1686",NA,NA
"1481","M1687","r/r","s/s"
"1482","M1688","r/r","s/s"
"1483","M1689","R/r","S/+"
"1484","M1690","r/r","S/+"
"1485","M1691","r/r","s/s"
"1486","M1692","R/r","s/s"
"1487","M1693",NA,NA
"1488","M1694","R/r","s/s"
"1489","M1695","r/r","s/s"
"1490","M1698","r/r","s/s"
"1491","M1699","R/R","s/s"
"1492","M1700","r/r","s/s"
"1493","M1701","r/r","s/s"
"1494","M1702","r/r","s/s"
"1495","M1703","R/R","S/+"
"1496","M1706","R/r","s/s"
"1497","M1707","R/R","S/+"
"1498","M1708","r/r","S/+"
"1499","M1709","r/r","s/s"
"1500","M1710","r/r","s/s"
"1501","M1713","R/r","s/s"
"1502","M1714","r/r","s/s"
"1503","M1715","r/r","s/s"
"1504","M1716","R/R","S/+"
"1505","M1719","r/r","s/s"
"1506","M1722","r/r","s/s"
"1507","M1723","r/r","s/s"
"1508","M1724","r/r","s/s"
"1509","M1725","r/r","s/s"
"1510","M1726","r/r","s/s"
"1511","M1727","R/r","S/+"
"1512","M1728","r/r","s/s"
"1513","M1729","r/r","s/s"
"1514","K0582","R/R","S/+"
"1515","K0584","R/R","s/s"
"1516","M1732","R/R","s/s"
"1517","M1733","r/r","s/s"
"1518","M1734","r/r","s/s"
"1519","M1735","r/r","s/s"
"1520","M1740","r/r","s/s"
"1521","M1741","r/r","s/s"
"1522","M1742","R/R","s/s"
"1523","M1743","r/r","s/s"
"1524","M1744","R/R","S/+"
"1525","M1746","r/r","s/s"
"1526","M1748","R/R","s/s"
"1527","M1751","R/R","s/s"
"1528","M1753","r/r","s/s"
"1529","M1754","R/R","S/+"
"1530","M1757","r/r","s/s"
"1531","M1758","r/r","s/s"
"1532","M1759","r/r","S/+"
"1533","M1760","R/r","S/+"
"1534","M1761","r/r","s/s"
"1535","M1762","R/R","S/+"
"1536","M1764","R/R","S/+"
"1537","M1765","R/r",NA
"1538","M1766","R/R","S/+"
"1539","M1767","r/r","S/+"
"1540","M1769","R/r","S/+"
"1541","M1770","R/R","S/+"
"1542","K0448","R/R","S/+"
"1543","M1773","R/R","S/+"
"1544","M1775","R/R","S/+"
"1545","M1776","r/r","S/+"
"1546","M1777","R/r","S/+"
"1547","M1778","r/r","s/s"
"1548","M1779","r/r","s/s"
"1549","M1780","R/r","S/+"
"1550","M1781","R/R","S/+"
"1551","M1783","R/R","s/s"
"1552","M1785","R/R","s/s"
"1553","M1786","r/r","S/+"
"1554","M1787","R/R","S/+"
"1555","M1788","R/R","S/+"
"1556","M1791","R/r","s/s"
"1557","M1792","R/R","S/+"
"1558","M1795","r/r","s/s"
"1559","M1796","R/r","S/+"
"1560","M1799","R/r","S/+"
"1561","K1156","r/r","S/+"
"1562","M1801","r/r","s/s"
"1563","M1802","R/R","S/+"
"1564","M1803","R/R","S/+"
"1565","M1805","R/R","s/s"
"1566","M1806","R/R","S/+"
"1567","M1807","R/r","S/+"
"1568","M1808","r/r","s/s"
"1569","M1809","R/r","S/+"
"1570","M1813","r/r","s/s"
"1571","M1814","R/R","S/+"
"1572","M1815","R/R","S/+"
"1573","M1818","R/R","S/+"
"1574","M1819","r/r","s/s"
"1575","M1821","R/R","S/+"
"1576","M1823","R/R","S/+"
"1577","K0631","r/r","s/s"
"1578","M1826","R/r","S/+"
"1579","M1828","r/r","s/s"
"1580","M1829","R/R","S/+"
"1581","M1830","R/r",NA
"1582","M1831","r/r","s/s"
"1583","M1832","R/R","S/+"
"1584","M1833","R/R","S/+"
"1585","M1834","R/R","S/+"
"1586","M1835","r/r","S/+"
"1587","M1837","r/r","S/+"
"1588","K0422","R/r","s/s"
"1589","M1839","r/r","S/+"
"1590","M1840","R/R","s/s"
"1591","M1841","R/R","S/+"
"1592","M1843","R/R","s/s"
"1593","M1846","R/r","S/+"
"1594","M1847","R/R","S/+"
"1595","M1849","R/R","s/s"
"1596","M1850","R/R","S/+"
"1597","M1851",NA,NA
"1598","M1852","R/R","S/+"
"1599","M1856","r/r","s/s"
"1600","M1858","R/R","S/+"
"1601","M1861","r/r","s/s"
"1602","M1862","r/r","s/s"
"1603","M1863","r/r","s/s"
"1604","M1864","R/R","S/+"
"1605","M1865","r/r","s/s"
"1606","M1866","r/r","s/s"
"1607","M1867","r/r","s/s"
"1608","M1868","r/r","s/s"
"1609","M1869","r/r","s/s"
"1610","M1870","r/r","s/s"
"1611","M1871",NA,NA
"1612","M1872","r/r","s/s"
"1613","M1874","R/R","s/s"
"1614","M1875","R/R","S/+"
"1615","M1876","R/R","s/s"
"1616","M1877","r/r","s/s"
"1617","M1879","r/r","s/s"
"1618","M1880",NA,NA
"1619","M1881","R/R","S/+"
"1620","K1920","R/R","S/+"
"1621","M1883","R/R","S/+"
"1622","M1885","R/R","S/+"
"1623","M1886","r/r","s/s"
"1624","M1889","R/R","S/+"
"1625","M1890","R/R",NA
"1626","M1891","R/R","S/+"
"1627","M1892","R/R","S/+"
"1628","M1894","r/r","S/+"
"1629","M1895","R/R","S/+"
"1630","K1928","R/R","S/+"
"1631","K1390",NA,NA
"1632","M1899","R/r","S/+"
"1633","M1901","R/R","s/s"
"1634","M1903","R/R","S/+"
"1635","M1904","R/R","S/+"
"1636","M1905","R/R","S/+"
"1637","M1906","R/R","S/+"
"1638","M1908","R/R","S/+"
"1639","M1909","R/R","S/+"
"1640","M1910","R/R","s/s"
"1641","M1911","R/R","S/+"
"1642","M1912","R/R","S/+"
"1643","M1913","R/r","S/+"
"1644","M1915","R/R","S/+"
"1645","M1916","R/R","s/s"
"1646","M1917","R/R","S/+"
"1647","K2033","R/R","S/+"
"1648","M1920","R/R","S/+"
"1649","M1922","R/r","S/+"
"1650","M1923","R/r","S/+"
"1651","M1924","R/R","s/s"
"1652","M1925","R/R","S/+"
"1653","M1926","R/r",NA
"1654","M1927","R/R","S/+"
"1655","M1929","R/r","s/s"
"1656","M1930","R/R","S/+"
"1657","M1931","R/R","s/s"
"1658","M1932","R/R","S/+"
"1659","M1934","R/R","S/+"
"1660","M1935","R/R","S/+"
"1661","M1936","R/R","S/+"
"1662","M1938","R/R","S/+"
"1663","M1939","R/R","S/+"
"1664","M1940","R/r","S/+"
"1665","M1941","R/R","S/+"
"1666","M1942","R/R","s/s"
"1667","M1943","R/r","S/+"
"1668","M1944","R/R","S/+"
"1669","M1945","R/R","S/+"
"1670","M1946","R/R","S/+"
"1671","M1947","r/r","S/+"
"1672","M1948","R/r","S/+"
"1673","M1949","R/R","s/s"
"1674","M1950","R/R","S/+"
"1675","M1951","R/R","s/s"
"1676","M1953","R/R","S/+"
"1677","M1954","r/r","s/s"
"1678","M1955","R/r","s/s"
"1679","M1956","R/R","S/+"
"1680","M1958","r/r","S/+"
"1681","M1959","r/r","s/s"
"1682","M1961","R/R","S/+"
"1683","M1963","R/R","S/+"
"1684","M1967",NA,NA
"1685","M1972","R/R","s/s"
"1686","M1977","r/r","s/s"
"1687","M1978","R/R","S/+"
"1688","M1982","r/r","s/s"
"1689","M1983","r/r","s/s"
"1690","M1984","R/R","S/+"
"1691","M1985","R/R","S/+"
"1692","M1989","r/r","s/s"
"1693","M1990","r/r","s/s"
"1694","M1996","r/r","s/s"
"1695","M1998","r/r","S/+"
"1696","M1999","r/r","S/+"
"1697","M2013","R/R","s/s"
"1698","M2016",NA,NA
"1699","M2018",NA,NA
"1700","M2025","R/R","S/+"
"1701","J0416","R/R","S/+"
"1702","M2032","R/R","s/s"
"1703","M2036","R/R","S/+"
"1704","M2039","R/R","S/+"
"1705","M2040","R/R","S/+"
"1706","M2041","R/R","S/+"
"1707","M2043","R/R","S/+"
"1708","M2044","R/R","S/+"
"1709","M2046","R/R","S/+"
"1710","M2048","R/R","S/+"
"1711","M2049","R/R","s/s"
"1712","M0469","R/R","S/+"
"1713","M0476","R/r","S/+"
"1714","M0149","R/R","s/s"
"1715","M0433","R/r","S/+"
"1716","M0230","r/r","S/+"
"1717","K1292",NA,NA
"1718","M0031","R/r","S/+"
"1719","M0819","R/R","S/+"
"1720","M0502","R/r","S/+"
"1721","M0220","r/r","s/s"
"1722","M0373","R/R","S/+"
"1723","K0626","R/R","S/+"
"1724","K1809","R/r","S/+"
"1725","M0345","r/r","s/s"
"1726","M0204","R/r","s/s"
"1727","M0784","r/r","S/+"
"1728","M1768","R/R","s/s"
"1729","M0328","R/R","S/+"
"1730","K1285","R/R","s/s"
"1731","M0954","r/r","s/s"
"1732","M0168","r/r","s/s"
"1733","M0633","R/r","s/s"
"1734","M1207","r/r","s/s"
"1735","J0156","R/R","S/+"
"1736","K1895","R/R","S/+"
"1737","M1275","R/R","S/+"
"1738","M1260","R/R","S/+"
"1739","M1288","R/R","S/+"
"1740","M0692","R/R","S/+"
"1741","M1330","R/R","S/+"
"1742","M0745","R/r","S/+"
"1743","K1987","R/R","S/+"
"1744","M0078","R/R","S/+"
"1745","M0783","R/r","S/+"
"1746","M0408","r/r","s/s"
"1747","M1952","R/r","s/s"
"1748","M0621","r/r","s/s"
"1749","M1659","R/R","s/s"
"1750","M1677","r/r","S/+"
"1751","K1141","R/R","s/s"
"1752","M0047","r/r","s/s"
"1753","K0558","r/r","S/+"
"1754","M0186","R/r","s/s"
"1755","M0214","r/r","s/s"
"1756","M0751","R/R","S/+"
"1757","M0647","r/r","s/s"
"1758","K0141","R/R","S/+"
"1759","K0731","R/R","S/+"
"1760","K0863",NA,NA
"1761","K1026",NA,NA
"1762","K1048",NA,NA
"1763","K1623",NA,NA
"1764","K1670",NA,NA
"1765","K1852",NA,NA
"1766","K1881",NA,NA
"1767","K1918","R/R","S/+"
"1768","K1954","R/R","s/s"
"1769","K1977","R/R","S/+"
"1770","K2035",NA,NA
"1771","M1825","R/r","S/+"
"1772","M1402","r/r","s/s"
"1773","M0837","R/r","S/+"
"1774","M1318","R/R","S/+"
"1775","M1059","R/R","s/s"
"1776","M1845","R/R","S/+"
"1777","M1343","r/r","s/s"
"1778","M0432","R/R","s/s"
"1779","J0171","R/r","S/+"
"1780","J0422","R/R","S/+"
"1781","J1246",NA,NA
"1782","J1251","R/R","S/+"
"1783","K0133","R/R","s/s"
"1784","K0475",NA,NA
"1785","K0479","R/R","s/s"
"1786","K0635","R/r","S/+"
"1787","K0652","R/R","s/s"
"1788","K1439",NA,NA
"1789","K1658",NA,NA
"1790","K1719",NA,NA
"1791","K1759",NA,NA
"1792","K1795",NA,NA
"1793","K1797","R/r","S/+"
"1794","K1826","r/r","s/s"
"1795","K1859",NA,NA
"1796","M1540","r/r","s/s"
"1797","M1736","r/r","s/s"
"1798","M1671","r/r","S/+"
"1799","M1553","r/r","s/s"
"1800","M1283","R/R","S/+"
"1801","M0274","R/R","S/+"
"1802","M0156","r/r","s/s"
"1803","M0173","R/r","s/s"
"1804","M0387","R/r","s/s"
"1805","M0392","R/r","s/s"
"1806","M0404","R/r","S/+"
"1807","M0407","R/r","s/s"
"1808","M0409","R/r","s/s"
"1809","M0448","R/R","s/s"
"1810","M0498","R/r","s/s"
"1811","M0503","R/R","S/+"
"1812","M0614","r/r","s/s"
"1813","M0711","r/r","s/s"
"1814","M0809","R/r","S/+"
"1815","M0818","r/r","S/+"
"1816","M0875","R/r","s/s"
"1817","M0904","r/r","s/s"
"1818","M0913","R/r","s/s"
"1819","M0917","R/R","s/s"
"1820","M1198","R/R","s/s"
"1821","M1279","r/r","S/+"
"1822","M1284","R/R","S/+"
"1823","M1301","R/r","S/+"
"1824","M1380","r/r","s/s"
"1825","M1393","R/r","S/+"
"1826","M1565","r/r","s/s"
"1827","M1598","r/r","s/s"
"1828","M1630","R/R","s/s"
"1829","M1933","R/R","S/+"
"1830","M0002","r/r","S/+"
"1831","M0005","R/R","S/+"
"1832","M0008","r/r","S/+"
"1833","M0018","R/r","s/s"
"1834","M0023","R/r","S/+"
"1835","M0024","R/R","S/+"
"1836","M0025","R/R","S/+"
"1837","M0039","R/R","S/+"
"1838","M0058","R/R","S/+"
"1839","M0062","R/R","S/+"
"1840","M0071","R/R","S/+"
"1841","M0073","R/R","S/+"
"1842","M0083","R/R","S/+"
"1843","M0085","R/R","S/+"
"1844","M0086","R/R","S/+"
"1845","M0103","R/r","S/+"
"1846","M0108","R/r","S/+"
"1847","M0109","R/R","S/+"
"1848","M0110","R/R","s/s"
"1849","M0111","R/R","S/+"
"1850","M0112","R/R","S/+"
"1851","M0113","R/R","S/+"
"1852","M0115","R/R","S/+"
"1853","M0116","R/R","S/+"
"1854","M0124","R/R","S/+"
"1855","M0126","R/r","S/+"
"1856","M0130","R/r","s/s"
"1857","M0134","R/R","S/+"
"1858","M0140","R/R","S/+"
"1859","M0152","r/r","s/s"
"1860","M0154","r/r","s/s"
"1861","M0163","r/r","s/s"
"1862","M0164","R/r","s/s"
"1863","M0165","r/r","s/s"
"1864","M0167","r/r","s/s"
"1865","M0171","R/R","s/s"
"1866","M0176","r/r","s/s"
"1867","M0180","r/r","s/s"
"1868","M0191","r/r","s/s"
"1869","M0193","r/r","s/s"
"1870","M0200","R/r","s/s"
"1871","M0201","r/r","s/s"
"1872","M0203","r/r","S/+"
"1873","M0210","R/R","s/s"
"1874","M0212","R/R","s/s"
"1875","M0216","R/r","S/+"
"1876","M0218","r/r","s/s"
"1877","M0221","r/r","S/+"
"1878","M0222","r/r","s/s"
"1879","M0225","R/r","s/s"
"1880","M0227","R/R","S/+"
"1881","M0234","R/r","S/+"
"1882","M0237","r/r","S/+"
"1883","M0244","r/r","s/s"
"1884","M0275","R/r","S/+"
"1885","M0276","R/r","S/+"
"1886","M0289","R/R","S/+"
"1887","M0298","R/R","S/+"
"1888","M0304","R/R","S/+"
"1889","M0314","R/R","S/+"
"1890","M0322","R/R","S/+"
"1891","M0327","R/R","S/+"
"1892","M0335","R/R","S/+"
"1893","M0337","R/r","s/s"
"1894","M0338","R/r","s/s"
"1895","M0340","R/R","S/+"
"1896","M0341","R/R","S/+"
"1897","M0342","R/r","S/+"
"1898","M0343","R/r","S/+"
"1899","M0350","R/R","S/+"
"1900","M0365","r/r","s/s"
"1901","M0391","R/R","S/+"
"1902","M0399","R/R","S/+"
"1903","M0410","R/R","S/+"
"1904","M0442","R/r","S/+"
"1905","M0444","R/R","S/+"
"1906","M0446","R/R","S/+"
"1907","M0449","R/R","s/s"
"1908","M0452","R/R","S/+"
"1909","M0456","R/R","S/+"
"1910","M0462","r/r","S/+"
"1911","M0471","R/R","S/+"
"1912","M0478","R/r","s/s"
"1913","M0480","R/R","S/+"
"1914","M0483","r/r","s/s"
"1915","M0486","R/r","s/s"
"1916","M0487","R/R","S/+"
"1917","M0491","R/R","s/s"
"1918","M0496","R/R","S/+"
"1919","M0499","R/r","S/+"
"1920","M0504","R/R","S/+"
"1921","M0510","R/R","S/+"
"1922","M0513","R/R","S/+"
"1923","M0518","R/R","S/+"
"1924","M0520","R/R","S/+"
"1925","M0521","r/r","s/s"
"1926","M0525","R/R","S/+"
"1927","M0528","r/r","s/s"
"1928","M0530","R/R","S/+"
"1929","M0535","R/R","S/+"
"1930","M0539","R/R","S/+"
"1931","M0601","r/r","s/s"
"1932","M0604","r/r","s/s"
"1933","M0609","r/r","s/s"
"1934","M0610","r/r","s/s"
"1935","M0615","R/r","S/+"
"1936","M0630","R/R","s/s"
"1937","M0632","R/r","s/s"
"1938","M0635","r/r","s/s"
"1939","M0636","r/r","s/s"
"1940","M0639","R/r","s/s"
"1941","M0641","R/r","s/s"
"1942","M0642","r/r","s/s"
"1943","M0688","R/r","s/s"
"1944","M0708","R/r","s/s"
"1945","M0714","R/R","S/+"
"1946","M0719","R/R","S/+"
"1947","M0726","r/r","s/s"
"1948","M0728","R/R","S/+"
"1949","M0743","R/R","S/+"
"1950","M0744","R/R","S/+"
"1951","M0750","R/R","s/s"
"1952","M0753","R/r","S/+"
"1953","M0755","R/R","S/+"
"1954","M0757","R/r","S/+"
"1955","M0768","R/R","S/+"
"1956","M0772","R/r","S/+"
"1957","M0773","r/r","s/s"
"1958","M0789","R/R","S/+"
"1959","M0797","r/r","S/+"
"1960","M0803","R/r","S/+"
"1961","M0806","R/R","S/+"
"1962","M0811","R/R","S/+"
"1963","M0826","R/r","S/+"
"1964","M0833","R/r","S/+"
"1965","M0836","R/R","S/+"
"1966","M0845","R/r","S/+"
"1967","M0858","R/r","s/s"
"1968","M0865","R/R","S/+"
"1969","M0868","R/r","S/+"
"1970","M0870","R/r","s/s"
"1971","M0881","R/r","S/+"
"1972","M0885","r/r","s/s"
"1973","M0886","R/R","S/+"
"1974","M0890","R/r","s/s"
"1975","M0892","R/r","S/+"
"1976","M0893","R/R","S/+"
"1977","M0894","R/R","S/+"
"1978","M0910","R/r","S/+"
"1979","M0911","r/r","s/s"
"1980","M0920","R/r","s/s"
"1981","M0943","R/r","s/s"
"1982","M0945","R/r","s/s"
"1983","M0947","R/r","s/s"
"1984","M0959","r/r","s/s"
"1985","M0962","r/r","s/s"
"1986","M0979","r/r","s/s"
"1987","M0983","r/r","s/s"
"1988","M0990","r/r","s/s"
"1989","M0992","r/r","s/s"
"1990","M0994","r/r","s/s"
"1991","M0998","R/r","s/s"
"1992","M1012","r/r","s/s"
"1993","M1021","r/r","s/s"
"1994","M1050","R/R","S/+"
"1995","M1052","R/R","s/s"
"1996","M1071","R/R","s/s"
"1997","M1078","R/R","S/+"
"1998","M1079","R/R","S/+"
"1999","M1080","R/r","S/+"
"2000","M1082","R/R","S/+"
"2001","M1091","r/r","S/+"
"2002","M1093","R/R","S/+"
"2003","M1096","R/R","S/+"
"2004","M1099","r/r","s/s"
"2005","M1151","r/r","s/s"
"2006","M1163","r/r","s/s"
"2007","M1169","R/r","s/s"
"2008","M1173","r/r","s/s"
"2009","M1183","r/r","s/s"
"2010","M1201","r/r","s/s"
"2011","M1206","r/r","s/s"
"2012","M1211","r/r","s/s"
"2013","M1216","R/r","s/s"
"2014","M1219","r/r","s/s"
"2015","M1222","r/r","s/s"
"2016","M1229","r/r","s/s"
"2017","M1235","r/r","s/s"
"2018","M1236","r/r","s/s"
"2019","M1238","r/r","S/+"
"2020","M1239","r/r","S/+"
"2021","M1247","R/R","S/+"
"2022","M1248","r/r","s/s"
"2023","M1254","R/R","S/+"
"2024","M1255","R/R","S/+"
"2025","M1257","R/R","S/+"
"2026","M1259","R/R","s/s"
"2027","M1264","R/R","S/+"
"2028","M1266","R/R","S/+"
"2029","M1269","R/R","S/+"
"2030","M1276","R/R","S/+"
"2031","M1287","R/R","S/+"
"2032","M1304","r/r","s/s"
"2033","M1312","R/R","S/+"
"2034","M1313","R/R","s/s"
"2035","M1314","r/r","s/s"
"2036","M1321","R/R","S/+"
"2037","M1322","R/R","S/+"
"2038","M1325","r/r","s/s"
"2039","M1327","r/r","s/s"
"2040","M1339","r/r","s/s"
"2041","M1341","R/r","s/s"
"2042","M1354","r/r","s/s"
"2043","M1357","r/r","s/s"
"2044","M1361","r/r","s/s"
"2045","M1366","R/r","S/+"
"2046","M1369","r/r","S/+"
"2047","M1370","R/r","S/+"
"2048","M1413","r/r","s/s"
"2049","M1414","r/r","s/s"
"2050","M1415","r/r","s/s"
"2051","M1416","R/r","S/+"
"2052","M1422","r/r","s/s"
"2053","M1423","r/r","s/s"
"2054","M1425","R/r","S/+"
"2055","M1426","R/r","S/+"
"2056","M1430","r/r","s/s"
"2057","M1435","r/r","s/s"
"2058","M1437","r/r","s/s"
"2059","M1441","r/r","s/s"
"2060","M1443","r/r","s/s"
"2061","M1444","R/r","s/s"
"2062","M1447","r/r","s/s"
"2063","M1451","r/r","s/s"
"2064","M1485","r/r","s/s"
"2065","M1487","R/R","S/+"
"2066","M1488","R/r","S/+"
"2067","M1493","r/r","s/s"
"2068","M1508","r/r","s/s"
"2069","M1512","r/r","s/s"
"2070","M1517","r/r","s/s"
"2071","M1525","r/r","s/s"
"2072","M1527","r/r","s/s"
"2073","M1532","r/r","s/s"
"2074","M1536","r/r","s/s"
"2075","M1541","r/r","s/s"
"2076","M1545","r/r","s/s"
"2077","M1546","r/r","s/s"
"2078","M1558","r/r","s/s"
"2079","M1561","r/r","s/s"
"2080","M1575","r/r","s/s"
"2081","M1576","r/r","s/s"
"2082","M1579","r/r","s/s"
"2083","M1586","r/r","s/s"
"2084","M1587","r/r","s/s"
"2085","M1590","r/r","S/+"
"2086","M1609","r/r","s/s"
"2087","M1616","r/r","s/s"
"2088","M1620","r/r","s/s"
"2089","M1624","r/r","s/s"
"2090","M1632","R/R","S/+"
"2091","M1637","R/R","S/+"
"2092","M1642","R/R","S/+"
"2093","M1645","r/r","s/s"
"2094","M1646","R/r","S/+"
"2095","M1649","R/r","S/+"
"2096","M1651","R/R","S/+"
"2097","M1657","R/R","S/+"
"2098","M1676","r/r","s/s"
"2099","M1682","r/r","s/s"
"2100","M1685","R/r","S/+"
"2101","M1696","r/r","s/s"
"2102","M1697","r/r","s/s"
"2103","M1704","r/r","s/s"
"2104","M1705","r/r","s/s"
"2105","M1712","r/r","s/s"
"2106","M1717","r/r","s/s"
"2107","M1718","r/r","s/s"
"2108","M1721","r/r","s/s"
"2109","M1738","r/r","s/s"
"2110","M1749","r/r","S/+"
"2111","M1750","r/r","s/s"
"2112","M1756","R/r","S/+"
"2113","M1782","R/R","S/+"
"2114","M1784","r/r","S/+"
"2115","M1789","R/R","S/+"
"2116","M1790","R/R","S/+"
"2117","M1797","r/r","S/+"
"2118","M1820","R/R","s/s"
"2119","M1848","R/R","S/+"
"2120","M1853","r/r","s/s"
"2121","M1854","r/r","s/s"
"2122","M1857","r/r","s/s"
"2123","M1859","r/r","S/+"
"2124","M1994","r/r","s/s"
