"id","flower_colour","rosea","sulfurea"
"M1578","Ye","r/r","s/s"
"M1580","Ye","r/r","s/s"
"M1581","WO","R/r","s/s"
"M1583","Ye","r/r","s/s"
"M1584","Ye","r/r","s/s"
"M1585","Ye","r/r","s/s"
"M1591","Ye","r/r","s/s"
"M1593","FR","R/R","S/+"
"M1594","Ye","r/r","s/s"
"M1597","FO","R/R","s/s"
"M1599","Ye","r/r","s/s"
"M1600","Ye","r/r","s/s"
"M1601","FR","R/R","S/+"
"M1602","Ye","r/r","s/s"
"M1603","Ye","r/r","s/s"
"M1604","Wh","r/r","S/+"
"M1605","FR","R/R","S/+"
"M1606","Ye","r/r","s/s"
"M1607","Ye","r/r","s/s"
"M1610","Ye","r/r","s/s"
"M1611","FR","R/R","S/+"
"M1612","WR","R/r","S/+"
"J1675","Wh","r/r","S/+"
"M1614","Ye","r/r","s/s"
"M1615","Ye","r/r","s/s"
"M1617","FR","R/R","S/+"
"M1618","Ye","r/r","s/s"
"M1619","Ye","r/r","s/s"
"M1621","WR","R/r","S/+"
"M1623","FO","R/R","s/s"
"M1625","WO","R/r","s/s"
"M1626","Ye","r/r","s/s"
"M1628","WR","R/r","S/+"
"M1631","WR","R/r","S/+"
"M1633","Ye","r/r","s/s"
"M1634","WO","R/r","s/s"
"M1638","FR","R/R","S/+"
"M1639","Ye","r/r","s/s"
"M1640","Ye","r/r","s/s"
"M1641","WR","R/r","S/+"
"M1644","Wh","r/r","S/+"
"M1647","FR","R/R","S/+"
"M1652","FR","R/R","S/+"
"M1653","Ye","r/r","s/s"
"M1654","Wh","r/r","S/+"
"M1655","Wh","r/r","S/+"
"M1656","WO","R/r","s/s"
"M1658","FR","R/R","S/+"
"M1660","FR","R/R","S/+"
"M1662","Ye","r/r","s/s"
"M1663","FR","R/R","S/+"
"M1666","FO","R/R","s/s"
"M1667","FR","R/R","S/+"
"M1668","Ye","r/r","s/s"
"M1669","Ye","r/r","s/s"
"M1670","WR","R/r","S/+"
"M1672","WO","R/r","s/s"
"M1675","Ye","r/r","s/s"
"M1678","FO","R/R","s/s"
"M1679","Ye","r/r","s/s"
"M1680","Ye","r/r","s/s"
"M1681","Ye","r/r","s/s"
"M1683","Ye","r/r","s/s"
"M1684","Ye","r/r","s/s"
"M1686",NA,NA,NA
"M1687","Ye","r/r","s/s"
"M1688","Ye","r/r","s/s"
"M1689","WR","R/r","S/+"
"M1690","Wh","r/r","S/+"
"M1691","Ye","r/r","s/s"
"M1692","WO","R/r","s/s"
"M1693","Ye","r/r","s/s"
"M1694","WO","R/r","s/s"
"M1695","Ye","r/r","s/s"
"M1698","Ye","r/r","s/s"
"M1699","FO","R/R","s/s"
"M1700","Ye","r/r","s/s"
"M1701","Ye","r/r","s/s"
"M1702","Ye","r/r","s/s"
"M1703","FR","R/R","S/+"
"M1706","WO","R/r","s/s"
"M1707","FR","R/R","S/+"
"M1708","Wh","r/r","S/+"
"M1709","Ye","r/r","s/s"
"M1710","Ye","r/r","s/s"
"M1713","WO","R/r","s/s"
"M1714","Ye","r/r","s/s"
"M1715","Ye","r/r","s/s"
"M1716","FR","R/R","S/+"
"M1719","Ye","r/r","s/s"
"M1722","Ye","r/r","s/s"
"M1723","Ye","r/r","s/s"
"M1724","Ye","r/r","s/s"
"M1725","Ye","r/r","s/s"
"M1726","Ye","r/r","s/s"
"M1727","WR","R/r","S/+"
"M1728","Ye","r/r","s/s"
"M1729","Ye","r/r","s/s"
"K0582","FR","R/R","S/+"
"K0584","FO","R/R","s/s"
"M1732","FO","R/R","s/s"
"M1733","Ye","r/r","s/s"
"M1734","Ye","r/r","s/s"
"M1735","Ye","r/r","s/s"
"M1740","Ye","r/r","s/s"
"M1741","Ye","r/r","s/s"
"M1742","FO","R/R","s/s"
"M1743","Ye","r/r","s/s"
"M1744","FR","R/R","S/+"
"M1746","Ye","r/r","s/s"
"M1748","FO","R/R","s/s"
"M1751","FR","R/R","S/+"
"M1753","Ye","r/r","s/s"
"M1754","FR","R/R","S/+"
"M1757","Ye","r/r","s/s"
"M1758","Ye","r/r","s/s"
"M1759","Wh","r/r","S/+"
"M1760","WR","R/r","S/+"
"M1761","Ye","r/r","s/s"
"M1762","FR","R/R","S/+"
"M1764","FR","R/R","S/+"
"M1765","WO","R/r","s/s"
"M1766","FR","R/R","S/+"
"M1767","Wh","r/r","S/+"
"M1769","WR","R/r","S/+"
"M1770","FR","R/R","S/+"
"K0448","FR","R/R","S/+"
"M1773","FR","R/R","S/+"
"M1775","FR","R/R","S/+"
"M1776","Wh","r/r","S/+"
"M1777","WR","R/r","S/+"
"M1778","Ye","r/r","s/s"
"M1779","Ye","r/r","s/s"
"M1780","WR","R/r","S/+"
"M1781","FR","R/R","S/+"
"M1783","FO","R/R","s/s"
"M1785","FR","R/R","S/+"
"M1786","Wh","r/r","S/+"
"M1787","FR","R/R","S/+"
"M1788","FR","R/R","S/+"
"M1791","WO","R/r","s/s"
"M1792","FR","R/R","S/+"
"M1795","Ye","r/r","s/s"
"M1796","WR","R/r","S/+"
"M1799","WR","R/r","S/+"
"K1156","Wh","r/r","S/+"
"M1801","Ye","r/r","s/s"
"M1802","FR","R/R","S/+"
"M1803","FR","R/R","S/+"
"M1805","FO","R/R","s/s"
"M1806","FR","R/R","S/+"
"M1807","WR","R/r","S/+"
"M1808","Ye","r/r","s/s"
"M1809","WR","R/r","S/+"
"M1813","Ye","r/r","s/s"
"M1814","FR","R/R","S/+"
"M1815","FR","R/R","S/+"
"M1818","FR","R/R","S/+"
"M1819","Ye","r/r","s/s"
"M1821","FR","R/R","S/+"
"M1823","FR","R/R","S/+"
"K0631","Ye","r/r","s/s"
"M1826","WR","R/r","S/+"
"M1828","Ye","r/r","s/s"
"M1829","FR","R/R","S/+"
"M1830","WO","R/r","s/s"
"M1831","Ye","r/r","s/s"
"M1832","FR","R/R","S/+"
"M1833","FR","R/R","S/+"
"M1834","FR","R/R","S/+"
"M1835","Wh","r/r","S/+"
"M1837","Wh","r/r","S/+"
"K0422","WO","R/r","s/s"
"M1839","Wh","r/r","S/+"
"M1840","FO","R/R","s/s"
"M1841","FR","R/R","S/+"
"M1843","FO","R/R","s/s"
"M1846","WR","R/r","S/+"
"M1847","FR","R/R","S/+"
"M1849","FR","R/R","S/+"
"M1850","FR","R/R","S/+"
"M1851",NA,NA,NA
"M1852","FR","R/R","S/+"
"M1856","Ye","r/r","s/s"
"M1858","FR","R/R","S/+"
"M1861","Ye","r/r","s/s"
"M1862","Ye","r/r","s/s"
"M1863","Ye","r/r","s/s"
"M1864","FR","R/R","S/+"
"M1865","Ye","r/r","s/s"
"M1866","Ye","r/r","s/s"
"M1867","Ye","r/r","s/s"
"M1868","Ye","r/r","s/s"
"M1869","Ye","r/r","s/s"
"M1870","Ye","r/r","s/s"
"M1871",NA,NA,NA
"M1872","Ye","r/r","s/s"
"M1874","FO","R/R","s/s"
"M1875","FR","R/R","S/+"
"M1876","FO","R/R","s/s"
"M1877","Ye","r/r","s/s"
"M1879","Ye","r/r","s/s"
"M1880",NA,NA,NA
"M1881","FR","R/R","S/+"
"K1920","FR","R/R","S/+"
"M1883","FR","R/R","S/+"
"M1885","FR","R/R","S/+"
"M1886","Ye","r/r","s/s"
"M1889","FR","R/R","S/+"
"M1890","FR","R/R","S/+"
"M1891","FR","R/R","S/+"
"M1892","FR","R/R","S/+"
"M1894","Wh","r/r","S/+"
"M1895","FR","R/R","S/+"
"K1928","FR","R/R","S/+"
"K1390","FR","R/R","S/+"
"M1899","WR","R/r","S/+"
"M1901","FR","R/R","S/+"
"M1903","FR","R/R","S/+"
"M1904","FR","R/R","S/+"
"M1905","FR","R/R","S/+"
"M1906","FR","R/R","S/+"
"M1908","FR","R/R","S/+"
"M1909","FR","R/R","S/+"
"M1910","FR","R/R","S/+"
"M1911","FR","R/R","S/+"
"M1912","FR","R/R","S/+"
"M1913","WR","R/r","S/+"
"M1915","FR","R/R","S/+"
"M1916","FR","R/R","S/+"
"M1917","FR","R/R","S/+"
"K2033","FR","R/R","S/+"
"M1920","FR","R/R","S/+"
"M1922","WR","R/r","S/+"
"M1923","WR","R/r","S/+"
"M1924","FR","R/R","S/+"
"M1925","FR","R/R","S/+"
"M1926","WO","R/r","s/s"
"M1927","FR","R/R","S/+"
"M1929","WO","R/r","s/s"
"M1930","FR","R/R","S/+"
"M1931","FO","R/R","s/s"
"M1932","FR","R/R","S/+"
"M1934","FR","R/R","S/+"
"M1935","FR","R/R","S/+"
"M1936","FR","R/R","S/+"
"M1938","FR","R/R","S/+"
"M1939","FR","R/R","S/+"
"M1940","WR","R/r","S/+"
"M1941","FR","R/R","S/+"
"M1942","FO","R/R","s/s"
"M1943","WR","R/r","S/+"
"M1944","FR","R/R","S/+"
"M1945","FR","R/R","S/+"
"M1946","FR","R/R","S/+"
"M1947","Wh","r/r","S/+"
"M1948","WR","R/r","S/+"
"M1949","FO","R/R","s/s"
"M1950","FR","R/R","S/+"
"M1951","FO","R/R","s/s"
"M1953","FR","R/R","S/+"
"M1954","Ye","r/r","s/s"
"M1955","WO","R/r","s/s"
"M1956","FR","R/R","S/+"
"M1958","Wh","r/r","S/+"
"M1959","Ye","r/r","s/s"
"M1961","FR","R/R","S/+"
"M1963","FR","R/R","S/+"
"M1967",NA,NA,NA
"M1972","FR","R/R","S/+"
"M1977","Ye","r/r","s/s"
"M1978","FR","R/R","S/+"
"M1982","Ye","r/r","s/s"
"M1983","Ye","r/r","s/s"
"M1984","FR","R/R","S/+"
"M1985","FR","R/R","S/+"
"M1989","Ye","r/r","s/s"
"M1990","Ye","r/r","s/s"
"M1996","Ye","r/r","s/s"
"M1998","Wh","r/r","S/+"
"M1999","Wh","r/r","S/+"
"M2013","FR","R/R","S/+"
"M2016",NA,NA,NA
"M2018",NA,NA,NA
"M2025","FR","R/R","S/+"
"J0416","FR","R/R","S/+"
"M2032","FO","R/R","s/s"
"M2036","FR","R/R","S/+"
"M2039","FR","R/R","S/+"
"M2040","FR","R/R","S/+"
"M2041","FR","R/R","S/+"
"M2043","FR","R/R","S/+"
"M2044","FR","R/R","S/+"
"M2046","FR","R/R","S/+"
"M2048","FR","R/R","S/+"
"M2049","FR","R/R","S/+"
"M0469","FR","R/R","S/+"
"M0476","WR","R/r","S/+"
"M0149","FO","R/R","s/s"
"M0433","WR","R/r","S/+"
"M0230","Wh","r/r","S/+"
"K1292",NA,NA,NA
"M0031","WR","R/r","S/+"
"M0819","FR","R/R","S/+"
"M0502","WR","R/r","S/+"
"M0220","Ye","r/r","s/s"
"M0373","FR","R/R","S/+"
"K0626","FR","R/R","S/+"
"K1809","WR","R/r","S/+"
"M0345","Ye","r/r","s/s"
"M0204","WO","R/r","s/s"
"M0784","Wh","r/r","S/+"
"M1768","FR","R/R","S/+"
"M0328","FR","R/R","S/+"
"K1285","FR","R/R","S/+"
"M0954","Ye","r/r","s/s"
"M0168","Ye","r/r","s/s"
"M0633","WO","R/r","s/s"
"M1207","Ye","r/r","s/s"
"J0156","FR","R/R","S/+"
"K1895","FR","R/R","S/+"
"M1275","FR","R/R","S/+"
"M1260","FR","R/R","S/+"
"M1288","FR","R/R","S/+"
"M0692","FR","R/R","S/+"
"M1330","FR","R/R","S/+"
"M0745","WR","R/r","S/+"
"K1987","FR","R/R","S/+"
"M0078","FR","R/R","S/+"
"M0783","WR","R/r","S/+"
"M0408","Ye","r/r","s/s"
"M1952","WO","R/r","s/s"
"M0621","Ye","r/r","s/s"
"M1659","FO","R/R","s/s"
"M1677","Wh","r/r","S/+"
"K1141","FO","R/R","s/s"
"M0047","Ye","r/r","s/s"
"K0558","Wh","r/r","S/+"
"M0186","WO","R/r","s/s"
"M0214","Ye","r/r","s/s"
"M0751","FR","R/R","S/+"
"M0647","Ye","r/r","s/s"
"K0141","FR","R/R","S/+"
"K0731","FR","R/R","S/+"
"K0863","FR","R/R","S/+"
"K1026","FR","R/R","S/+"
"K1048","FR","R/R","S/+"
"K1623","FR","R/R","S/+"
"K1670","Ye","r/r","s/s"
"K1852",NA,NA,NA
"K1881","Wh","r/r","S/+"
"K1918","FR","R/R","S/+"
"K1954","FR","R/R","S/+"
"K1977","FR","R/R","S/+"
"K2035","FR","R/R","S/+"
"M1825","WR","R/r","S/+"
"M1402","Ye","r/r","s/s"
"M0837","WR","R/r","S/+"
"M1318","FR","R/R","S/+"
"M1059","FO","R/R","s/s"
"M1845","FR","R/R","S/+"
"M1343","Ye","r/r","s/s"
"M0432","FO","R/R","s/s"
"J0171","WR","R/r","S/+"
"J0422","FR","R/R","S/+"
"J1246","Wh","r/r","S/+"
"J1251","FR","R/R","S/+"
"K0133","FO","R/R","s/s"
"K0475","FR","R/R","S/+"
"K0479","FO","R/R","s/s"
"K0635","WR","R/r","S/+"
"K0652","FO","R/R","s/s"
"K1439","WR","R/r","S/+"
"K1658","FR","R/R","S/+"
"K1719","WR","R/r","S/+"
"K1759",NA,NA,NA
"K1795","WR","R/r","S/+"
"K1797","WR","R/r","S/+"
"K1826","Ye","r/r","s/s"
"K1859","Ye","r/r","s/s"
"M1540","Ye","r/r","s/s"
"M1736","Ye","r/r","s/s"
"M1671","Wh","r/r","S/+"
"M1553","Ye","r/r","s/s"
"M1283","FR","R/R","S/+"
"M0274","FR","R/R","S/+"
"M0165","Ye","r/r","s/s"
"M0156","Ye","r/r","s/s"
"M0173","WO","R/r","s/s"
"M0387","WO","R/r","s/s"
"M0392","WO","R/r","s/s"
"M0404","WR","R/r","S/+"
"M0407","WO","R/r","s/s"
"M0409","WO","R/r","s/s"
"M0448","FO","R/R","s/s"
"M0498","WO","R/r","s/s"
"M0503","FR","R/R","S/+"
"M0614","Ye","r/r","s/s"
"M0711","Ye","r/r","s/s"
"M0809","WR","R/r","S/+"
"M0818","Wh","r/r","S/+"
"M0875","WO","R/r","s/s"
"M0904","Ye","r/r","s/s"
"M0913","WO","R/r","s/s"
"M0917","FO","R/R","s/s"
"M1198","FR","R/R","S/+"
"M1279","Wh","r/r","S/+"
"M1284","FR","R/R","S/+"
"M1301","WR","R/r","S/+"
"M1380","Ye","r/r","s/s"
"M1393","WR","R/r","S/+"
"M1565","Ye","r/r","s/s"
"M1598","Ye","r/r","s/s"
"M1630","FO","R/R","s/s"
"M1933","FR","R/R","S/+"
"M0002","Wh","r/r","S/+"
"M0005","FR","R/R","S/+"
"M0008","Wh","r/r","S/+"
"M0018","WO","R/r","s/s"
"M0023","WR","R/r","S/+"
"M0024","FR","R/R","S/+"
"M0025","FR","R/R","S/+"
"M0039","FR","R/R","S/+"
"M0058","FR","R/R","S/+"
"M0062","FR","R/R","S/+"
"M0071","FR","R/R","S/+"
"M0073","FR","R/R","S/+"
"M0083","FR","R/R","S/+"
"M0085","FR","R/R","S/+"
"M0086","FR","R/R","S/+"
"M0103","WR","R/r","S/+"
"M0108","WR","R/r","S/+"
"M0109","FR","R/R","S/+"
"M0110","FR","R/R","S/+"
"M0111","FR","R/R","S/+"
"M0112","FR","R/R","S/+"
"M0113","FR","R/R","S/+"
"M0115","FR","R/R","S/+"
"M0116","FR","R/R","S/+"
"M0124","FR","R/R","S/+"
"M0126","WR","R/r","S/+"
"M0130","WO","R/r","s/s"
"M0134","FR","R/R","S/+"
"M0140","FR","R/R","S/+"
"M0152","Ye","r/r","s/s"
"M0154","Ye","r/r","s/s"
"M0163","Ye","r/r","s/s"
"M0164","WO","R/r","s/s"
"M0167","Ye","r/r","s/s"
"M0171","FO","R/R","s/s"
"M0176","Ye","r/r","s/s"
"M0180","Ye","r/r","s/s"
"M0191","Ye","r/r","s/s"
"M0193","Ye","r/r","s/s"
"M0200","WO","R/r","s/s"
"M0201","Ye","r/r","s/s"
"M0203","Wh","r/r","S/+"
"M0210","FO","R/R","s/s"
"M0212","FR","R/R","S/+"
"M0216","WR","R/r","S/+"
"M0218","Ye","r/r","s/s"
"M0221","Wh","r/r","S/+"
"M0222","Ye","r/r","s/s"
"M0225","WO","R/r","s/s"
"M0227","FR","R/R","S/+"
"M0234","WR","R/r","S/+"
"M0237","Wh","r/r","S/+"
"M0244","Ye","r/r","s/s"
"M0275","WR","R/r","S/+"
"M0276","WR","R/r","S/+"
"M0289","FR","R/R","S/+"
"M0298","FR","R/R","S/+"
"M0304","FR","R/R","S/+"
"M0314","FR","R/R","S/+"
"M0322","FR","R/R","S/+"
"M0327","FR","R/R","S/+"
"M0335","FR","R/R","S/+"
"M0337","WO","R/r","s/s"
"M0338","WO","R/r","s/s"
"M0340","FR","R/R","S/+"
"M0341","FR","R/R","S/+"
"M0342","WR","R/r","S/+"
"M0343","WR","R/r","S/+"
"M0350","FR","R/R","S/+"
"M0365","Ye","r/r","s/s"
"M0391","FR","R/R","S/+"
"M0399","FR","R/R","S/+"
"M0410","FR","R/R","S/+"
"M0442","WR","R/r","S/+"
"M0444","FR","R/R","S/+"
"M0446","FR","R/R","S/+"
"M0449","FO","R/R","s/s"
"M0452","FR","R/R","S/+"
"M0456","FR","R/R","S/+"
"M0462","Wh","r/r","S/+"
"M0471","FR","R/R","S/+"
"M0478","WO","R/r","s/s"
"M0480","FR","R/R","S/+"
"M0483","Ye","r/r","s/s"
"M0486","WO","R/r","s/s"
"M0487","FR","R/R","S/+"
"M0491","FR","R/R","S/+"
"M0496","FR","R/R","S/+"
"M0499","WR","R/r","S/+"
"M0504","FR","R/R","S/+"
"M0510","FR","R/R","S/+"
"M0513","FR","R/R","S/+"
"M0518","FR","R/R","S/+"
"M0520","FR","R/R","S/+"
"M0521","Ye","r/r","s/s"
"M0525","FR","R/R","S/+"
"M0528","Ye","r/r","s/s"
"M0530","FR","R/R","S/+"
"M0535","FR","R/R","S/+"
"M0539","FR","R/R","S/+"
"M0601","Ye","r/r","s/s"
"M0604","Ye","r/r","s/s"
"M0609","Ye","r/r","s/s"
"M0610","Ye","r/r","s/s"
"M0615","WR","R/r","S/+"
"M0630","FO","R/R","s/s"
"M0632","WO","R/r","s/s"
"M0635","Ye","r/r","s/s"
"M0636","Ye","r/r","s/s"
"M0639","WO","R/r","s/s"
"M0641","WO","R/r","s/s"
"M0642","Ye","r/r","s/s"
"M0688","WO","R/r","s/s"
"M0708","WO","R/r","s/s"
"M0714","FR","R/R","S/+"
"M0719","FR","R/R","S/+"
"M0726","Ye","r/r","s/s"
"M0728","FR","R/R","S/+"
"M0743","FR","R/R","S/+"
"M0744","FR","R/R","S/+"
"M0750","FO","R/R","s/s"
"M0753","WR","R/r","S/+"
"M0755","FR","R/R","S/+"
"M0757","WR","R/r","S/+"
"M0768","FR","R/R","S/+"
"M0772","WR","R/r","S/+"
"M0773","Ye","r/r","s/s"
"M0789","FR","R/R","S/+"
"M0797","Wh","r/r","S/+"
"M0803","WR","R/r","S/+"
"M0806","FR","R/R","S/+"
"M0811","FR","R/R","S/+"
"M0826","WR","R/r","S/+"
"M0833","WR","R/r","S/+"
"M0836","FR","R/R","S/+"
"M0845","WR","R/r","S/+"
"M0858","WO","R/r","s/s"
"M0865","FR","R/R","S/+"
"M0868","WR","R/r","S/+"
"M0870","WO","R/r","s/s"
"M0881","WR","R/r","S/+"
"M0885","Ye","r/r","s/s"
"M0886","FR","R/R","S/+"
"M0890","WO","R/r","s/s"
"M0892","WR","R/r","S/+"
"M0893","FR","R/R","S/+"
"M0894","FR","R/R","S/+"
"M0910","WR","R/r","S/+"
"M0911","Ye","r/r","s/s"
"M0920","WO","R/r","s/s"
"M0943","WO","R/r","s/s"
"M0945","WO","R/r","s/s"
"M0947","WO","R/r","s/s"
"M0959","Ye","r/r","s/s"
"M0962","Ye","r/r","s/s"
"M0979","Ye","r/r","s/s"
"M0983","Ye","r/r","s/s"
"M0990","Ye","r/r","s/s"
"M0992","Ye","r/r","s/s"
"M0994","Ye","r/r","s/s"
"M0998","WO","R/r","s/s"
"M1012","Ye","r/r","s/s"
"M1021","Ye","r/r","s/s"
"M1050","FR","R/R","S/+"
"M1052","FO","R/R","s/s"
"M1071","FR","R/R","S/+"
"M1078","FR","R/R","S/+"
"M1079","FR","R/R","S/+"
"M1080","WR","R/r","S/+"
"M1082","FR","R/R","S/+"
"M1091","Wh","r/r","S/+"
"M1093","FR","R/R","S/+"
"M1096","FR","R/R","S/+"
"M1099","Ye","r/r","s/s"
"M1151","Ye","r/r","s/s"
"M1163","Ye","r/r","s/s"
"M1169","WO","R/r","s/s"
"M1173","Ye","r/r","s/s"
"M1183","Ye","r/r","s/s"
"M1201","Ye","r/r","s/s"
"M1206","Ye","r/r","s/s"
"M1211","Ye","r/r","s/s"
"M1216","WO","R/r","s/s"
"M1219","Ye","r/r","s/s"
"M1222","Ye","r/r","s/s"
"M1229","Ye","r/r","s/s"
"M1235","Ye","r/r","s/s"
"M1236","Ye","r/r","s/s"
"M1238","Wh","r/r","S/+"
"M1239","Wh","r/r","S/+"
"M1247","FR","R/R","S/+"
"M1248","Ye","r/r","s/s"
"M1254","FR","R/R","S/+"
"M1255","FR","R/R","S/+"
"M1257","FR","R/R","S/+"
"M1259","FO","R/R","s/s"
"M1264","FR","R/R","S/+"
"M1266","FR","R/R","S/+"
"M1269","FR","R/R","S/+"
"M1276","FR","R/R","S/+"
"M1287","FR","R/R","S/+"
"M1304","Ye","r/r","s/s"
"M1312","FR","R/R","S/+"
"M1313","FR","R/R","S/+"
"M1314","Ye","r/r","s/s"
"M1321","FR","R/R","S/+"
"M1322","FR","R/R","S/+"
"M1325","Ye","r/r","s/s"
"M1327","Ye","r/r","s/s"
"M1339","Ye","r/r","s/s"
"M1341","WO","R/r","s/s"
"M1354","Ye","r/r","s/s"
"M1357","Ye","r/r","s/s"
"M1361","Ye","r/r","s/s"
"M1366","WR","R/r","S/+"
"M1369","Wh","r/r","S/+"
"M1370","WR","R/r","S/+"
"M1413","Ye","r/r","s/s"
"M1414","Ye","r/r","s/s"
"M1415","Ye","r/r","s/s"
"M1416","WR","R/r","S/+"
"M1422","Ye","r/r","s/s"
"M1423","Ye","r/r","s/s"
"M1425","WR","R/r","S/+"
"M1426","WR","R/r","S/+"
"M1430","Ye","r/r","s/s"
"M1435","Ye","r/r","s/s"
"M1437","Ye","r/r","s/s"
"M1441","Ye","r/r","s/s"
"M1443","Ye","r/r","s/s"
"M1444","WO","R/r","s/s"
"M1447","Ye","r/r","s/s"
"M1451","Ye","r/r","s/s"
"M1485","Ye","r/r","s/s"
"M1487","FR","R/R","S/+"
"M1488","WR","R/r","S/+"
"M1493","Ye","r/r","s/s"
"M1508","Ye","r/r","s/s"
"M1512","Ye","r/r","s/s"
"M1517","Ye","r/r","s/s"
"M1525","Ye","r/r","s/s"
"M1527","Ye","r/r","s/s"
"M1532","Ye","r/r","s/s"
"M1536","Ye","r/r","s/s"
"M1541","Ye","r/r","s/s"
"M1545","Ye","r/r","s/s"
"M1546","Ye","r/r","s/s"
"M1558","Ye","r/r","s/s"
"M1561","Ye","r/r","s/s"
"M1575","Ye","r/r","s/s"
"M1576","Ye","r/r","s/s"
"M1579","Ye","r/r","s/s"
"M1586","Ye","r/r","s/s"
"M1587","Ye","r/r","s/s"
"M1590","Wh","r/r","S/+"
"M1609","Ye","r/r","s/s"
"M1616","Ye","r/r","s/s"
"M1620","Ye","r/r","s/s"
"M1624","Ye","r/r","s/s"
"M1632","FR","R/R","S/+"
"M1637","FR","R/R","S/+"
"M1642","FR","R/R","S/+"
"M1645","Ye","r/r","s/s"
"M1646","WR","R/r","S/+"
"M1649","WR","R/r","S/+"
"M1651","FR","R/R","S/+"
"M1657","FR","R/R","S/+"
"M1676","Ye","r/r","s/s"
"M1682","Ye","r/r","s/s"
"M1685","WR","R/r","S/+"
"M1696","Ye","r/r","s/s"
"M1697","Ye","r/r","s/s"
"M1704","Ye","r/r","s/s"
"M1705","Ye","r/r","s/s"
"M1712","Ye","r/r","s/s"
"M1717","Ye","r/r","s/s"
"M1718","Ye","r/r","s/s"
"M1721","Ye","r/r","s/s"
"M1738","Ye","r/r","s/s"
"M1749","Wh","r/r","S/+"
"M1750","Ye","r/r","s/s"
"M1756","WR","R/r","S/+"
"M1782","FR","R/R","S/+"
"M1784","Wh","r/r","S/+"
"M1789","FR","R/R","S/+"
"M1790","FR","R/R","S/+"
"M1797","Wh","r/r","S/+"
"M1820","FR","R/R","S/+"
"M1848","FR","R/R","S/+"
"M1853","Ye","r/r","s/s"
"M1854","Ye","r/r","s/s"
"M1857","Ye","r/r","s/s"
"M1859","Wh","r/r","S/+"
"M1994","Ye","r/r","s/s"
